Minute,Timestamp,Run1_Steps,Run1_Objective,Run1_Status,Run2_Steps,Run2_Objective,Run2_Status,Run3_Steps,Run3_Objective,Run3_Status,Run4_Steps,Run4_Objective,Run4_Status,Run5_Steps,Run5_Objective,Run5_Status,Best_Overall_Objective,Best_Run
2547,07/16/2026 19:20,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2548,07/16/2026 19:27,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2549,07/16/2026 19:28,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2550,07/16/2026 19:35,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2551,07/16/2026 19:41,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2552,07/16/2026 19:43,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2553,07/16/2026 19:49,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2554,07/16/2026 19:54,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2555,07/16/2026 19:57,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2556,07/16/2026 20:00,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2557,07/16/2026 20:01,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2558,07/16/2026 20:02,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2559,07/16/2026 20:03,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2560,07/16/2026 20:07,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2561,07/16/2026 20:12,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2562,07/16/2026 20:13,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2563,07/16/2026 20:14,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2564,07/16/2026 20:15,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2565,07/16/2026 20:16,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2566,07/16/2026 20:17,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2567,07/16/2026 20:18,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2568,07/16/2026 20:19,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2569,07/16/2026 20:20,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2570,07/16/2026 20:21,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2571,07/16/2026 20:22,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2572,07/16/2026 20:23,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2573,07/16/2026 20:24,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2574,07/16/2026 20:25,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2575,07/16/2026 20:26,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2576,07/16/2026 20:27,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2577,07/16/2026 20:28,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2578,07/16/2026 20:29,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2579,07/16/2026 20:30,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2580,07/16/2026 20:31,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2581,07/16/2026 20:32,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2582,07/16/2026 20:33,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2583,07/16/2026 20:34,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2584,07/16/2026 20:35,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2585,07/16/2026 20:36,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2586,07/16/2026 20:37,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2587,07/16/2026 20:38,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2588,07/16/2026 20:39,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2589,07/16/2026 20:40,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2590,07/16/2026 20:41,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2591,07/16/2026 20:42,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2592,07/16/2026 20:43,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2593,07/16/2026 20:45,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2594,07/16/2026 20:46,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2595,07/16/2026 20:47,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2596,07/16/2026 20:48,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2597,07/16/2026 20:49,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2598,07/16/2026 20:50,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2599,07/16/2026 20:51,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2600,07/16/2026 20:52,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2601,07/16/2026 20:53,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2602,07/16/2026 20:54,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2603,07/16/2026 20:55,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2604,07/16/2026 20:56,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2605,07/16/2026 20:57,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2606,07/16/2026 20:58,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2607,07/16/2026 20:59,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2608,07/16/2026 21:00,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2609,07/16/2026 21:01,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2610,07/16/2026 21:02,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2611,07/16/2026 21:03,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2612,07/16/2026 21:04,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2613,07/16/2026 21:05,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2614,07/16/2026 21:06,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2615,07/16/2026 21:07,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2616,07/16/2026 21:08,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2617,07/16/2026 21:09,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2618,07/16/2026 21:10,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2619,07/16/2026 21:11,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2620,07/16/2026 21:12,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2621,07/16/2026 21:13,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2622,07/16/2026 21:14,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2623,07/16/2026 21:15,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2624,07/16/2026 21:16,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2625,07/16/2026 21:17,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2626,07/16/2026 21:19,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2627,07/16/2026 21:20,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2628,07/16/2026 21:21,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2629,07/16/2026 21:22,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2630,07/16/2026 21:23,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2631,07/16/2026 21:24,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2632,07/16/2026 21:25,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2633,07/16/2026 21:26,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2634,07/16/2026 21:27,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2635,07/16/2026 21:28,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2636,07/16/2026 21:29,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2637,07/16/2026 21:30,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2638,07/16/2026 21:31,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2639,07/16/2026 21:39,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2640,07/16/2026 21:45,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2641,07/16/2026 21:46,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2642,07/16/2026 21:54,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2643,07/16/2026 21:55,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2644,07/16/2026 22:00,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2645,07/16/2026 22:02,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2646,07/16/2026 22:06,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2647,07/16/2026 22:07,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2648,07/16/2026 22:09,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2649,07/16/2026 22:13,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2650,07/16/2026 22:16,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2651,07/16/2026 22:23,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2652,07/16/2026 22:24,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2653,07/16/2026 22:26,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2654,07/16/2026 22:31,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2655,07/16/2026 22:38,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2656,07/16/2026 22:46,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2657,07/16/2026 22:49,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2658,07/16/2026 22:51,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2659,07/16/2026 22:52,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2660,07/16/2026 22:53,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2661,07/16/2026 23:00,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2662,07/16/2026 23:03,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2663,07/16/2026 23:08,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2664,07/16/2026 23:14,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2665,07/16/2026 23:15,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2666,07/16/2026 23:22,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2667,07/16/2026 23:23,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2668,07/16/2026 23:29,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2669,07/16/2026 23:37,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2670,07/16/2026 23:41,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2671,07/16/2026 23:44,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2672,07/16/2026 23:51,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2673,07/16/2026 23:54,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2674,07/16/2026 23:55,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2675,07/16/2026 23:59,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2676,07/17/2026 00:06,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2677,07/17/2026 00:10,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2678,07/17/2026 00:13,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2679,07/17/2026 00:16,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2680,07/17/2026 00:17,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2681,07/17/2026 00:19,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2682,07/17/2026 00:21,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2683,07/17/2026 00:28,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2684,07/17/2026 00:31,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2685,07/17/2026 00:35,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2686,07/17/2026 00:42,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2687,07/17/2026 00:43,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2688,07/17/2026 00:48,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2689,07/17/2026 00:50,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2690,07/17/2026 00:57,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2691,07/17/2026 01:00,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2692,07/17/2026 01:04,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
2693,07/17/2026 01:05,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,29,-0.986645,RUNNING,-0.986645,Run1
